pert_id,pert_iname,pubchem_cid,SMILES
BRD-K67209190,BRD-K67209190,54618526,C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)Nc2ccc(F)cc2)Oc2cc(ccc2S1(=O)=O)-c1ccccc1C
BRD-K67209890,BRD-K67209890,,Clc1cc(NC(=S)NC(=O)c2cccs2)ccc1N1CCOCC1
BRD-K67211407,BRD-K67211407,,CO[C@@H]1CN(C)C(=O)c2cc(NC(=O)c3ccccc3)ccc2OC[C@H](C)N(CC2CC2)C[C@H]1C
BRD-K67215204,BRD-K67215204,60189731,COCC(=O)N1C[C@@]2(C1)CN([C@@H](CO)c1c2c2ccc(OC)cc2n1C)S(C)(=O)=O
BRD-K67215210,BRD-K67215210,54632053,CO[C@@H]1CN(C)C(=O)c2cc(NC(=O)Nc3cc(F)ccc3F)ccc2OC[C@H](C)NC[C@H]1C
BRD-K67217586,FENTHION,,COP(=S)(OC)Oc1ccc(SC)c(C)c1
BRD-K67217705,BRD-K67217705,44505603,C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)Nc2ccc(cc2)N2CCCCC2)OCc2cnnn2CCCC1=O
BRD-K67229323,BRD-K67229323,,CNC[C@@H]1OCCCC[C@H](C)Oc2ccc(NC(=O)Nc3ccc(cc3)C(F)(F)F)cc2C(=O)N(C[C@@H]1C)[C@H](C)CO
BRD-K67236726,BRD-K67236726,54650011,OC[C@H]1[C@@H]([C@H](C#N)N1S(=O)(=O)c1ccccc1)c1ccc(cc1)C1=CCCCC1
BRD-K67236950,BRD-K67236950,54649403,CCNC(=O)c1cc2CN([C@@H](CCO)c2c(n1)-c1cccc(c1)-c1cccc(OC)c1)[S@@](=O)C(C)(C)C
BRD-K67240417,BRD-K67240417,54618188,COc1cccc(c1)-c1ccc2c(O[C@@H](CN(C)C(=O)C3CCOCC3)[C@H](C)CN([C@@H](C)CO)S2(=O)=O)c1
BRD-K67241457,BRD-K67241457,54649053,CO[C@H](CN(C)Cc1nccs1)[C@H](C)CN([C@@H](C)CO)S(=O)(=O)c1ccc(F)cc1
BRD-K67242881,BRD-K67242881,54654403,COc1ccc(cc1)C(=O)Nc1ccc2OC[C@H]3O[C@@H](CC(=O)NCC4CC4)CC[C@H]3N(C)C(=O)c2c1
BRD-K67246449,BRD-K67246449,,COC(=O)c1cccc(NC(=O)CSc2nnc(COc3ccc(cc3)C#N)n2-c2ccccc2)c1
BRD-K67258146,BRD-K67258146,1510389,Cc1ccc(C)c(c1)-n1sc2cc(F)ccc2c1=O
BRD-K67258928,BRD-K67258928,44488905,COc1ccc(NC(=O)N(C)C[C@@H]2Oc3ccc(cc3C(=O)N(C[C@H]2C)[C@H](C)CO)N(C)C)cc1
BRD-K67260071,BRD-K67260071,54654282,CN1[C@H]2CC[C@@H](CC(=O)N3CCOCC3)O[C@@H]2COc2ccc(NC(=O)c3ccc(F)c(F)c3)cc2C1=O
BRD-K67261586,BRD-K67261586,,OC[C@@H]1O[C@H](CC(=O)NCC2CC2)C[C@H]2[C@@H]1Oc1ccc(NC(=O)C3CCC3)cc21
BRD-K67261995,ADIPIODONE,3739,OC(=O)c1c(I)cc(I)c(NC(=O)CCCCC(=O)Nc2c(I)cc(I)c(C(O)=O)c2I)c1I
BRD-K67265981,CARNOSOL,442009,CC(C)c1cc2[C@@H]3C[C@H]4C(C)(C)CCC[C@]4(C(=O)O3)c2c(O)c1O
BRD-K67269534,BRD-K67269534,44485769,CNC[C@@H]1OCc2cn(CCCC(=O)N(C[C@H]1C)[C@H](C)CO)nn2
BRD-K67270926,BRD-K67270926,,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2ccccc2C(F)(F)F)OCc2cn(CCCC1=O)nn2
BRD-K67271639,BRD-K67271639,44485929,COc1ccc(CN(C)C[C@H]2Oc3ccc(NC(=O)Cc4ccccc4)cc3C(=O)N(C[C@@H]2C)[C@@H](C)CO)cc1
BRD-K67276432,SA-1457415,54659344,O[C@H]1COC[C@@H]2O[C@H](CC(=O)Nc3ccc(cc3)-c3ccccc3)CC[C@H]2N(C1)C(=O)c1ccncc1
BRD-K67277431,PICOTAMIDE,4814,COc1ccc(cc1C(=O)NCc1cccnc1)C(=O)NCc1cccnc1
BRD-K67278762,BRD-K67278762,,COc1ccc(NC(=O)Nc2ccc3O[C@@H](C)CCCCO[C@@H](CN(C)C)[C@H](C)CN([C@@H](C)CO)C(=O)c3c2)cc1
BRD-K67284043,BRD-K67284043,,OC[C@H]1O[C@H](C[C@H]2[C@@H]1Oc1ccc(NC(=O)CC3CC3)cc21)CC(=O)NCc1ccc2OCOc2c1
BRD-K67285049,BRD-K67285049,54639049,COc1cccc(CNC(=O)C[C@@H]2CC[C@@H](NC(C)=O)[C@H](CO)O2)c1
BRD-K67287181,BRD-K67287181,54665001,CN1[C@@H](CO)[C@@H]2CCN([C@@H]2c2cc(ccc12)-c1cccc(c1)C#N)S(=O)(=O)c1ccccc1C
BRD-K67291850,BRD-K67291850,54618986,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)Cc2ccncc2)Oc2cc(ccc2S1(=O)=O)C1=CCCCC1
BRD-K67298865,SB-431542,4521392,NC(=O)c1ccc(cc1)-c1nc(c([nH]1)-c1ccccn1)-c1ccc2OCOc2c1
BRD-K67301423,BRD-K67301423,60189737,COc1ccc2c3c([nH]c2c1)[C@H](CO)N(Cc1cc(F)ccc1F)C[C@]31CN(C)C1
BRD-K67301886,BRD-K67301886,,COc1cc(ccc1O)-c1nc2cnccn2c1Nc1ccccc1
BRD-K67303249,BRD-K67303249,,CC(C)NC(=O)Nc1ccc2O[C@H](C)CCCCO[C@H](CN(C)Cc3ccncc3)[C@H](C)CN([C@H](C)CO)C(=O)c2c1
BRD-K67304645,BRD-K67304645,,CCOC(=O)\C=C(/C)Sc1cc(=O)oc2ccccc12
BRD-K67306351,BRD-K67306351,24747153,Nc1c(C#N)c(Cc2cccc3ccccc23)nn1CCO
BRD-K67314051,BRD-K67314051,44484526,C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)Nc2ccc3OCOc3c2)OCc2cn(CCCC1=O)nn2
BRD-K67316599,BRD-K67316599,,CCCNC(=O)C[C@@H]1C[C@H]2[C@H](Oc3ccc(NS(=O)(=O)c4cccc(OC)c4)cc23)[C@@H](CO)O1
BRD-K67319066,BRD-K67319066,54638480,C[C@@H](NC(=O)C[C@H]1CC[C@H](NS(=O)(=O)c2cccc(F)c2)[C@H](CO)O1)c1ccccc1
BRD-K67319345,BRD-K67319345,,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)c2ccncc2)OCCCC[C@@H](C)Oc2ccc(cc2C1=O)N(C)C
BRD-K67321912,BRD-K67321912,54618486,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccccc2C(O)=O)Oc2cc(ccc2S1(=O)=O)-c1ccc(F)cc1
BRD-K67322403,BRD-K67322403,54631695,CO[C@@H]1CN(C)C(=O)c2cc(NC(C)=O)ccc2OC[C@@H](C)N(C[C@H]1C)C(=O)c1cnccn1
BRD-K67328514,BRD-K67328514,54639010,OC[C@H]1O[C@H](CC(=O)NCC2CC2)CC[C@H]1NC(=O)C1CCC1
BRD-K67332226,BRD-K67332226,,Clc1ccc(cc1)C1=N/C(=C\C=C\c2ccco2)C(=O)O1
BRD-K67335820,BRD-K67335820,54649033,CO[C@@H](CN(C)S(=O)(=O)c1cccc(Cl)c1)[C@H](C)CN([C@H](C)CO)C(=O)Nc1ccccc1F
BRD-K67336565,BRD-K67336565,54664826,CN1[C@H](CO)[C@H]2CCN([C@H]2c2cc(ccc12)C#Cc1ccccc1F)C(=O)c1cnccn1
BRD-K67336695,BRD-K67336695,,Clc1ccccc1OCc1ccc(o1)C(=O)Nc1nccs1
BRD-K67337799,BRD-K67337799,,CO[C@@H]1CN(C)C(=O)c2cc(NS(C)(=O)=O)ccc2OC[C@@H](C)N(C[C@@H]1C)C(=O)CC1CC1
BRD-K67341671,BRD-K67341671,,COC(=O)c1cc(OC)c(OC)cc1NC(=O)Nc1ccccc1OC
BRD-K67342890,BRD-K67342890,,COc1ccc(cc1)C#Cc1ccc2c(O[C@H](CN(C)C(=O)c3ccccn3)[C@@H](C)CN([C@@H](C)CO)S2(=O)=O)c1
BRD-K67344728,BRD-K67344728,,COc1ccc(cc1)-n1nc2cc(C)c(NC(=O)c3cccnc3)cc2n1
BRD-K67344967,BRD-K67344967,54649617,CO[C@H]1CC[C@@H]2CCOc3c(cccc3C(=O)N(C)C[C@@H](OC)[C@@H](C)C(=O)N(C)C[C@H]1O2)C#N
BRD-K67347297,BRD-K67347297,,CCCC#Cc1ccc2c(O[C@H](CN(C)Cc3ccccc3)[C@@H](C)CN([C@H](C)CO)S2(=O)=O)c1
BRD-K67348226,BRD-K67348226,,CO[C@@H]1CN(C)C(=O)c2ccc(NC(=O)c3cccc(F)c3)cc2OC[C@H](C)N(C[C@@H]1C)C(C)=O
BRD-K67348888,BRD-K67348888,54646279,CN(C)c1ccc2O[C@@H]3[C@@H](C[C@H](CC(=O)NCC4CC4)O[C@@H]3CO)c2c1
BRD-K67352070,TC 2559,9823180,CCOc1cncc(C=CCCNC)c1
BRD-K67353973,BRD-K67353973,,OC[C@@H]1O[C@@H](CC(=O)Nc2ccc(cc2)-c2ccccc2)C=C[C@@H]1NC(=O)C1CCOCC1
BRD-K67359324,BRD-K67359324,54638740,OC[C@@H]1O[C@@H](CC(=O)NCc2cc(F)cc(F)c2)CC[C@@H]1NC(=O)Nc1ccc(cc1)C(F)(F)F
BRD-K67364256,ST-4029655,691928,O=C(NCc1cccnc1)c2cc3ccccc3oc2=O
BRD-K67365258,BRD-K67365258,54618687,COc1ccccc1C#Cc1cnc2O[C@@H](CN(C)S(=O)(=O)c3cn(C)cn3)[C@@H](C)CN([C@@H](C)CO)C(=O)c2c1
BRD-K67374281,BRD-K67374281,54637859,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)c2ccncc2)OCc2ccccc2-c2ccccc2C1=O
BRD-K67382203,BRD-K67382203,,CCOC(=O)CNS(=O)(=O)c1cc(ccc1C)-c1nn(C)c(=O)c2ccccc12
BRD-K67390061,BRD-K67390061,,C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)NC2CCCCC2)Oc2ccc(NS(=O)(=O)c3ccc(F)cc3)cc2C1=O
BRD-K67390084,BRD-K67390084,,CO[C@@H]1CN(C)C(=O)c2ccc(NC(C)=O)cc2OC[C@H](C)N(C[C@@H]1C)C(=O)Cc1cccnc1
BRD-K67390150,BRD-K67390150,,Fc1ccc(CCNC(=O)COC(=O)c2cc(ccc2N2CCOCC2)S(=O)(=O)N2CCCCC2)cc1
BRD-K67390645,BRD-K67390645,,COC(=O)CSc1nsc(SCC(=O)OC=C)c1C#N
BRD-K67392692,BRD-K67392692,54652470,OC[C@H]1[C@H]2[C@H](CN(C(=O)Cc3ccccc3)c3ccccc23)N1S(=O)(=O)c1ccccc1
BRD-K67394135,BRD-K67394135,,CCCOc1cccc(c1)C(=O)NC(=S)Nc1cccc(c1)C(F)(F)F
BRD-K67396707,BRD-K67396707,,NC(=O)CSc1nnc(COc2ccccc2)n1CCc1ccccc1
BRD-K67399222,BRD-K67399222,,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2ccc3OCOc3c2)Oc2ccc(NS(=O)(=O)c3ccccc3)cc2C1=O
BRD-K67399667,BRD-K67399667,54638352,Cn1cnc(c1)S(=O)(=O)N[C@@H]1C=C[C@@H](CC(=O)N2CCN(CC2)c2ccccc2)O[C@@H]1CO
BRD-K67402106,BRD-K67402106,54654174,COc1cccc(CNC(=O)C[C@@H]2CC[C@H]3[C@H](COc4ccc(NC(=O)c5cccs5)cc4C(=O)N3C)O2)c1
BRD-K67403750,BRD-K67403750,,OC[C@H]1O[C@@H](CC(=O)NCc2ccc(Cl)cc2)C[C@H]2[C@@H]1Oc1ccc(NS(=O)(=O)c3ccc(F)cc3)cc21
BRD-K67406305,BRD-K67406305,,CO[C@@H]1CN(C)C(=O)c2ccc(NC(=O)c3ccc(F)cc3)cc2OC[C@@H](C)N(C)C[C@H]1C
BRD-K67407970,BRD-K67407970,54618172,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)Nc2c(C)noc2C)Oc2cc(ccc2S1(=O)=O)C#CCC1CCCC1
BRD-K67408816,BRD-K67408816,,OC[C@@H]1O[C@@H](CCNC(=O)CN2CCOCC2)CC[C@@H]1NC(=O)Cc1ccccn1
BRD-K67409155,BRD-K67409155,,COc1cccc(CN(C)C[C@@H]2OCc3cnnn3CCCC(=O)N(C[C@H]2C)[C@@H](C)CO)c1
BRD-K67411319,BRD-K67411319,,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)CC2CC2)Oc2ccc(NC(=O)C3CCCCC3)cc2CC1=O
BRD-K67414432,BRD-K67414432,44493466,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccc(Cl)c(Cl)c2)Oc2c(NS(=O)(=O)c3cccs3)cccc2C1=O
BRD-K67424961,BRD-K67424961,,CCC(=O)Nc1ccc2c(OC[C@H](C)N(C[C@@H](C)[C@H](CN(C)C2=O)OC)C(=O)c2ccccc2F)c1
BRD-K67426191,BRD-K67426191,,Cc1ccc(C)c2nc(O)c(CN(Cc3ccco3)C(=O)Nc3ccccc3)cc12
BRD-K67429473,BRD-K67429473,,CN1CCN(CC1)C(=O)C[C@H]1C[C@@H]2[C@@H](Oc3ccc(NC(=O)CC4CC4)cc23)[C@H](CO)O1
BRD-K67430561,BRD-K67430561,,OC[C@H]1O[C@H](CC(=O)NC2CCCCC2)C[C@H]2[C@@H]1Oc1ccc(NC(=O)CC3CC3)cc21
BRD-K67432391,BRD-K67432391,60184841,COc1ccccc1-c1ccc(cc1)[C@@H]1[C@H]2CN(C[C@@H]1N2)S(=O)(=O)c1ccc(C)cc1
BRD-K67433402,BRD-K67433402,44498166,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccc(cc2)C(F)(F)F)OCCCC[C@H](C)Oc3ccc(NS(=O)(=O)C)cc3C1=O
BRD-K67433929,BRD-K67433929,54649307,CO[C@@H](CN(C)Cc1cc(F)ccc1F)[C@@H](C)CN([C@@H](C)CO)S(=O)(=O)c1ccc(F)cc1
BRD-K67439147,SIB 1893,5311432,Cc1cccc(C=Cc2ccccc2)n1
BRD-K67439836,BRD-K67439836,,OC[C@H]1O[C@@H](CC(O)=O)C[C@@H]2[C@H]1Oc1ccc(NC(=O)Nc3ccc(F)cc3)cc21
BRD-K67442425,BRD-K67442425,,C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)NC2CCCCC2)Oc2c(NS(=O)(=O)c3ccc(F)cc3)cccc2C1=O
BRD-K67445143,BRD-K67445143,,CCN=C(S)NNC(=O)c1cc(CC(C)C)nc2ccccc12
BRD-K67445247,FLUROFAMIDE,51173,NP(N)(=O)NC(=O)c1ccc(F)cc1
BRD-K67448189,BRD-K67448189,,COCC(=O)Nc1ccc2OC[C@H](C)N(C)C[C@@H](C)[C@H](CN(C)C(=O)c2c1)OC
BRD-K67454499,BRD-K67454499,60191101,COCC#Cc1ccc(cc1)[C@H]1[C@H](CO)N2[C@H]1CN(CC2=O)C(=O)C1CCCCC1
BRD-K67458784,BRD-K67458784,,COc1ccc(C)cc1-n1nnnc1SCc1nc2ccccc2s1
BRD-K67460571,BRD-K67460571,,OC[C@H]1O[C@@H](CCNC(=O)Cc2ccncc2)CC[C@@H]1NS(=O)(=O)c1ccccc1Cl
BRD-K67470245,SA-1920890,54666597,CN(C)CC#Cc1ccc(cc1)[C@H]1[C@@H](CO)N2CCCCN(C[C@H]12)S(=O)(=O)c1ccccc1C
BRD-K67470788,BRD-K67470788,14165,[O-][N+](=O)c1ccc(/C=N/NC(=O)CN2CCOCC2)o1
BRD-K67472330,SA-1459854,54660156,O[C@@H]1COC[C@H]2O[C@@H](CC(=O)NCc3ccc(Cl)c(Cl)c3)CC[C@@H]2N(C1)S(=O)(=O)c1ccc(Cl)cc1
BRD-K67475012,BRD-K67475012,,COc1cc2c(C)nc3n(nc(C)c3c2cc1OC)-c1ccccc1
BRD-K67477677,BRD-K67477677,,CC(=O)c1ccc(OCc2cc(=O)n3ccsc3n2)cc1
BRD-K67478255,BRD-K67478255,,COc1cccc(NC(=O)\C=C\c2ccc(cc2)[N+]([O-])=O)c1
BRD-K67480908,BRD-K67480908,54649203,CO[C@H](CN(C)S(=O)(=O)c1ccc(Cl)cc1)[C@@H](C)CN(Cc1ccccc1Cl)[C@H](C)CO
BRD-K67484361,BRD-K67484361,,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)Nc2ccc(cc2)C(F)(F)F)Oc2c(NC(=O)C3CCOCC3)cccc2C1=O
BRD-K67484450,BRD-K67484450,54615049,C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)CC2CC2)OCCCC[C@H](C)Oc3ccc(NS(=O)(=O)C)cc3C1=O
BRD-K67484673,BRD-K67484673,100493,OC(=O)c1nn(Cc2ccc(Cl)cc2)c2ccccc12
BRD-K67485291,BRD-K67485291,60190026,CCCNC(=O)N1C[C@]2(CCN(CC2)S(=O)(=O)CC)c2c([nH]c3cc(OC)ccc23)[C@H]1CO
BRD-K67489890,BRD-K67489890,54660728,OC[C@@H]1[C@H]2Cn3c(ccc(C4=CCCC4)c3=O)[C@H]2N(CC2CC2)[C@H]1C(=O)N1CCCCC1
BRD-K67491390,BRD-K67491390,,CC(C)NC(=O)Nc1ccc2O[C@@H](C)CCCCO[C@H](CN(C)CC3CC3)[C@@H](C)CN([C@@H](C)CO)C(=O)c2c1
BRD-K67491786,BRD-K67491786,,C(c1ccccc1)n1cnc2ccccc12
BRD-K67498554,BRD-K67498554,60187519,COCC(=O)N1C[C@@]2(C1)CN(Cc1ccc3OCOc3c1)[C@@H](CO)c1c2c2ccc(OC)cc2n1C
BRD-K67502058,BRD-K67502058,54646068,COCC(=O)Nc1ccc2O[C@H]3[C@H](C[C@H](CC(=O)N[C@H](C)c4ccccc4)O[C@H]3CO)c2c1
BRD-K67503471,BRD-K67503471,60184878,Cc1cccc(c1)-c1ccc(cc1)[C@H]1[C@@H]2CNC[C@H]1N2C(=O)Nc1ccccc1Cl
BRD-K67505366,BRD-K67505366,,CC(Cn1nc(cc1C)[N+]([O-])=O)=NNC(=O)CCCOc1ccc(Cl)cc1Cl
BRD-K67506692,TYRPHOSTIN-AG-126,2046,Oc1cc(C=C(C#N)C#N)ccc1[N+](=O)[O-]
BRD-K67507121,BRD-K67507121,60190149,OC[C@@H]1[C@@H](c2ccccc2)C2(CN(C2)C(=O)CC2CC2)N1S(=O)(=O)Cc1ccccc1
BRD-K67507779,BRD-K67507779,,CCCCCn1cc[n+](c1)C1=C(NS(=O)(=O)c2ccccc2)C(=O)c2ccccc2C1=O
BRD-K67508052,BRD-K67508052,,COc1ccccc1NC(=O)CSc1nc2ccccc2n1C(C)=O
BRD-K67511046,NALOXONE,5464092,Oc1ccc2C[C@H]3N(CC=C)CC[C@@]45[C@@H](Oc1c24)C(=O)CC[C@@]35O
BRD-K67514995,BRD-K67514995,54649910,C\C=C\c1ccc(cc1)[C@H]1[C@@H](CO)N([C@@H]1C#N)S(=O)(=O)c1cccc(F)c1
BRD-K67518269,BRD-K67518269,54638999,COc1ccccc1S(=O)(=O)N[C@@H]1CC[C@H](CCn2cc(nn2)C2CCCCC2)O[C@@H]1CO
BRD-K67519589,BRD-K67519589,44483827,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)Nc2cccc3ccccc23)OCCCC[C@@H](C)Oc4ccc(NC(=O)c5ccncc5)cc4C1=O
BRD-K67519598,BRD-K67519598,,Cc1ccc(o1)-c1nc2ncccn2c1Nc1ccc2OCOc2c1
BRD-K67520049,BRD-K67520049,54664964,COc1ccccc1S(=O)(=O)N1CC[C@@H]2[C@H]1c1cc(ccc1N[C@@H]2CO)-c1ccc(cc1)C#N
BRD-K67522096,BRD-K67522096,,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)NC2CCCCC2)Oc2ccc(NC(=O)CCN3CCOCC3)cc2CC1=O
BRD-K67525206,BRD-K67525206,,C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)C)OCCCC[C@@H](C)Oc2ccc(NC(=O)Nc3ccc(cc3)C(F)(F)F)cc2C1=O
BRD-K67526257,BRD-K67526257,,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccc(cc2)C(F)(F)F)OCc2cn(CCCC1=O)nn2
BRD-K67526586,BRD-K67526586,60186793,COCC(=O)N1C[C@@]2(C1)CN(Cc1cccc(Cl)c1)[C@H](CO)c1[nH]c3cc(OC)ccc3c21
BRD-K67531128,BRD-K67531128,,CO[C@@H]1CN(C)C(=O)c2cc(NC(=O)c3ccc(F)cc3)ccc2OC[C@@H](C)N(C[C@H]1C)C(=O)CN(C)C
BRD-K67533212,BRD-K67533212,,OC[C@H]1O[C@@H](CC(=O)NCc2ccccn2)C[C@H]2[C@@H]1Oc1ccc(NC(=O)CC3CC3)cc21
BRD-K67535324,BRD-K67535324,,CCCN(C)C[C@H]1OCCCC[C@H](C)Oc2ccc(NC(=O)Cc3ccccc3)cc2C(=O)N(C[C@H]1C)[C@@H](C)CO
BRD-K67537649,PQ 401,9549305,COc1ccc(Cl)cc1NC(=O)Nc1cc(C)nc2ccccc12
BRD-K67540261,BRD-K67540261,54649126,CO[C@H](CN(C)C(=O)c1cnccn1)[C@@H](C)CN([C@H](C)CO)S(=O)(=O)c1ccc(Cl)cc1
BRD-K67544217,BRD-K67544217,60184880,COc1ccc(cc1)-c1ccc(cc1)[C@@H]1[C@H]2CN(C[C@@H]1N2)S(=O)(=O)c1ccccc1C
BRD-K67547420,BRD-K67547420,,CC(=O)CSc1ccc(cn1)C(O)=O
BRD-K67548663,BRD-K67548663,,CO[C@@H]1CN(C)C(=O)c2cc(NC(=O)C3CCOCC3)ccc2OC[C@@H](C)N(C)C[C@@H]1C
BRD-K67550673,BRD-K67550673,4174238,CCOc1ccc(cc1)c2nc(CSCC(=O)NC3CC3)c(C)o2
BRD-K67555693,BRD-K67555693,54649262,CO[C@@H](CN(C)Cc1ccc(cc1)-c1ccccn1)[C@H](C)CN([C@H](C)CO)C(=O)Nc1ccc(F)cc1
BRD-K67556876,MYOSMINE,,C1CN=C(C1)c1cccnc1
BRD-K67559633,BRD-K67559633,44501373,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)CC2CCCCC2)Oc3ccc(NS(=O)(=O)c4ccc(C)cc4)cc3CC1=O
BRD-K67561376,BRD-K67561376,60189161,COc1ccc(NC(=O)N2C[C@@H]3[C@H]([C@@H](CO)N3C(=O)C2)c2ccc(Br)cc2)cc1
BRD-K67563174,ACEMETACIN,1981,COc1ccc2n(C(=O)c3ccc(Cl)cc3)c(C)c(CC(=O)OCC(O)=O)c2c1
BRD-K67563379,BRD-K67563379,,OC[C@@H]1O[C@@H](CC(=O)N2CCOCC2)C=C[C@@H]1NC(=O)c1cccc(F)c1
BRD-K67566330,BRD-K67566330,,CCn1c(CSc2nc3ccccc3s2)nnc1SCC(=O)c1ccc(O)c(O)c1
BRD-K67566344,KU-0063794,16736978,COc1ccc(cc1CO)-c1ccc2c(nc(nc2n1)N1C[C@H](C)O[C@H](C)C1)N1CCOCC1
BRD-K67572910,BRD-K67572910,,CO[C@H]1CN(C)C(=O)c2ccc(NC(=O)c3cccc(F)c3)cc2OC[C@@H](C)N(C[C@H]1C)C(C)=O
BRD-K67575087,BRD-K67575087,,Oc1nc2ccccc2c(O)c1Cc1ccccc1
BRD-K67575276,BRD-K67575276,54667051,OC[C@H]1[C@H]([C@@H]2CN(Cc3ccccn3)CCCCN12)c1ccc(cc1)-c1cccnc1
BRD-K67578145,GDC-0879,11717001,OCCn1cc(c(n1)-c1ccncc1)-c1ccc2c(CC\C2=N/O)c1
BRD-K67580046,BRD-K67580046,,Cc1ccc(cc1)S(=O)(=O)N[C@@H]1C=C[C@H](CC(=O)N2CCC(Cc3ccccc3)CC2)O[C@H]1CO
BRD-K67582595,BRD-K67582595,5311191,CCCN1CCc2cccc-3c2[C@@H]1Cc1ccc(O)c(O)c-31
BRD-K67583114,BRD-K67583114,54660752,OC[C@H]1[C@@H]2Cn3c(cccc3=O)[C@@H](N2)[C@@H]1C(=O)NCc1cc(F)cc(F)c1
BRD-K67586245,BRD-K67586245,,CC(C)NC(=O)N(C)C[C@@H]1Oc2ccc(NC(=O)C3CC3)cc2CC(=O)N(C[C@H]1C)[C@H](C)CO
BRD-K67591072,BRD-K67591072,,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)Nc2ccc(cc2)C(F)(F)F)OCCCC[C@@H](C)Oc2ccc(cc2C1=O)N(C)C
BRD-K67591367,BRD-K67591367,,COc1ccc(CCNC(=O)c2cnc3ccccc3n2)cc1
BRD-K67592986,BRD-K67592986,,OC[C@H]1O[C@@H](CC(=O)N2CCN(CC2)c2ccccc2)CC[C@H]1NS(=O)(=O)c1ccc(F)cc1
BRD-K67597437,BRD-K67597437,,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)S(=O)(=O)c2ccc(Cl)cc2)Oc2ccc(NC(=O)Cc3ccccc3)cc2C1=O
BRD-K67601479,BRD-K67601479,54652659,Cc1cccc(c1)S(=O)(=O)N1C[C@@H]2[C@@H]([C@@H](CO)N2CC2CCOCC2)c2ccccc12
BRD-K67601717,ALMOTRIPTAN,,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12
BRD-K67602895,BRD-K67602895,,CO[C@H]1CN(C)C(=O)c2cc(NC(=O)NC3CCCCC3)ccc2OC[C@@H](C)N(C)C[C@@H]1C
BRD-K67609710,BRD-K67609710,,CCCc1cn(CC[C@@H]2CC[C@H](NC(=O)C3CCCCC3)[C@@H](CO)O2)nn1
BRD-K67616172,BRD-K67616172,,O=C(CSc1nc2ccccc2s1)NNC(=S)Nc1ccccc1
BRD-K67619511,BRD-K67619511,,CN1C(=O)N=C(NC2CCCCC2)C(=NO)C1=O
BRD-K67619794,BRD-K67619794,44241382,OC(c1ccc(NC(=O)c2c(F)cccc2F)cc1)(C(F)(F)F)C(F)(F)F
BRD-K67622458,BRD-K67622458,60191083,CC(C)NC(=O)N1C[C@H]2[C@H]([C@@H](CO)N2C(=O)C1)c1ccc(\C=C\c2ccccc2)cc1
BRD-K67626012,BRD-K67626012,,OC[C@H]1O[C@H](C[C@@H]2[C@H]1Oc1ccc(NC(=O)CC3CC3)cc21)CC(=O)NCc1ccc2OCOc2c1
BRD-K67626097,BRD-K67626097,,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C(C)=O)Oc2ncc(cc2C1=O)C#Cc1ccc(F)cc1
BRD-K67626198,BRD-K67626198,,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)S(=O)(=O)c2ccc(C)cc2)Oc2c(NC(=O)Nc3ccccc3)cccc2C1=O
BRD-K67628477,BRD-K67628477,54631333,CO[C@H]1CN(C)C(=O)c2cc(NC(=O)Nc3ccc(cc3)C(F)(F)F)ccc2OC[C@@H](C)NC[C@H]1C
BRD-K67632015,BRD-K67632015,,COC(=O)c1ccc(COC(=O)c2[nH]c(C)c(C(C)=O)c2C)o1
BRD-K67632894,BRD-K67632894,,CNC[C@H]1Oc2c(NC(=O)C3CC3)cccc2C(=O)N(C[C@H]1C)[C@@H](C)CO
BRD-K67637637,OLOPATADINE,5282402,CN(C)CC/C=C\1/c2ccccc2COc3ccc(CC(=O)O)cc13
