pert_id,pert_iname,pubchem_cid,SMILES
BRD-A05422420,TRIDESACETOXYKHIVORIN,,CC1(C)[C@H](O)C[C@H](O)[C@@]2(C)C1C[C@@H](O)[C@]1(C)C2CC[C@@]2(C)[C@@H](OC(=O)[C@H]3O[C@@]123)c1ccoc1
BRD-A05456882,DICHLOROBENZIMIDAZOLE RIBOSIDE,,OCC1OC([C@@H](O)[C@H]1O)n1cnc2cc(Cl)c(Cl)cc12
BRD-A05457250,BAY K8644,2303,COC(=O)C1=C(C)NC(C)=C(C1c1ccccc1C(F)(F)F)[N+]([O-])=O
BRD-A05523604,BRD-A05523604,,COc1cc(ccc1O)C(N1CCc2ccccc2C1)c1nnnn1C1CCCC1
BRD-A05565054,BRD-A05565054,46937236,CCC1CCCCN1C(=O)n1cc(nn1)C(O)(c1ccccc1)c1ccccc1
BRD-A05581237,DINORCITALOPRAM-OXALATE,22094944,NCCCC1(OCc2cc(ccc12)[N+]#[C-])c1ccc(F)cc1
BRD-A05635986,BRD-A05635986,,CC(NC(=O)Cn1c2ccc(cc2oc1=O)S(=O)(=O)N1CCCC1)c1ccccc1
BRD-A05680309,BRD-A05680309,44143239,CNC(C)C(=O)NC(C(C)C)C(=O)N1CCCC1C(=O)NC2CCCc3ccccc23
BRD-A05717240,BRD-A05717240,,CCc1ccc(cc1)-c1ccc(SCC(=O)NCC2CCCO2)nn1
BRD-A05729358,BRD-A05729358,6278000,CCOC(=O)C12CC1\C(=N/O)c1ccccc1O2
BRD-A05731432,BRD-A05731432,,CC(C)CCOCC1CC(CC(C)=NN=C(N)S)C(=O)O1
BRD-A05792319,BRD-A05792319,,CC(C)C(OC(=O)c1cccs1)C(=O)NCc1cccs1
BRD-A05804296,BRD-A05804296,,C[N+]1(C)CC2(CC=C(Oc3ccccc3)C(C2)(C1)[N+]([O-])=O)[N+]([O-])=O
BRD-A05823365,BRD-A05823365,,CCOC(=O)C(C)Sc1nc(cc(c1C#N)C(F)(F)F)-c1ccco1
BRD-A05828965,BRD-A05828965,,CCCCC(CC)C1OCC(C[N+]2(C)CCOCC2)O1
BRD-A05831822,BRD-A05831822,17757109,COc1ccc(cc1COc1ccc(NC(C)=O)cc1)C1NC(=O)c2ccccc2N1
BRD-A05874290,DL-TBOA,4133412,NC(C(OCc1ccccc1)C(=O)O)C(=O)O
BRD-A05883068,BRD-A05883068,,COc1cccc(CN2CCN(CC2CCO)C2CCN(CC2)c2ccccc2F)c1
BRD-A05907206,BRD-A05907206,,COc1ccc(CN\C(SC2CC(=O)NC2=O)=N/c2ccccc2)cc1
BRD-A05956997,BRD-A05956997,,CCOc1ccccc1C1C(C#N)=C(N)Oc2cc(C)n(Cc3ccccn3)c(=O)c12
BRD-A06071649,BRD-A06071649,,O=C1CC(N2CCN(Cc3ccc4OCOc4c3)CC2)C(=O)N1c1ccccc1
BRD-A06131576,BRD-A06131576,5221400,CC(C)C1CCC(C)C(C(O)c2ccc(cc2)c3ccccc3)C1=O
BRD-A06149038,BRD-A06149038,,O=C(Nc1ccc(cc1)-c1nc2ccccc2o1)c1ccc(cc1)N1C(=O)C2C3CC(C=C3)C2C1=O
BRD-A06158172,BRD-A06158172,,CCN1C(=O)C2(C(C(=O)c3cc4ccccc4o3)C(=O)C(=O)N2CCCN2CCOCC2)c2ccccc12
BRD-A06194089,BRD-A06194089,,CCC(Oc1cc(Cl)ccc1Cl)C(=O)N1CCC2(CC1)OCCO2
BRD-A06221803,BRD-A06221803,,COc1cccc(c1)C1N(Cc2ccco2)C(=O)c2[nH]nc(c12)-c1ccccc1O
BRD-A06232236,EPOXYGEDUNIN,,CC(=O)O[C@@H]1CC2C(C)(C)C(=O)C3OC3[C@]2(C)C2CC[C@@]3(C)[C@@H](OC(=O)C4OC34[C@]12C)c1ccoc1
BRD-A06276885,N-BENZYLNALTRINDOLE,4257102,Oc1ccc2CC3N(CC4CC4)CCC45C(Oc1c24)c1c(CC35O)c2ccccc2n1Cc1ccccc1
BRD-A06283479,BRD-A06283479,,Nc1c(sc(=S)n1CC=C)C(=O)NCC1CCCO1
BRD-A06304526,BRD-A06304526,73707383,COC1CC(C)CC2=C(NCCN(C)C)C(=O)C=C(NC(=O)\C(C)=C\C=C\C(OC)C(OC(N)=O)\C(C)=C\C(C)C1O)C2=O
BRD-A06327019,BRD-A06327019,,CCCCCCOC(=O)C(C#N)c1nc2ccccc2nc1N1CCOCC1
BRD-A06352418,TERFENADINE,5405,CC(C)(C)c1ccc(cc1)C(O)CCCN1CCC(CC1)C(O)(c1ccccc1)c1ccccc1
BRD-A06352508,SB 218078,3387354,O=C1NC(=O)c2c1c1c3ccccc3n3C4CCC(O4)n4c5ccccc5c2c4c13
BRD-A06390036,DIHYDROQUINIDINE,45479756,CC[C@H]1CN2CCC1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12
BRD-A06405194,BRD-A06405194,,CC1CC1C(=O)OCc1cc(=O)n2cc(Br)ccc2n1
BRD-A06408992,BRD-A06408992,,CN1CCN(CCCNC(=O)C2CN(CCc3ccc(C)cc3)C(=O)C2)CC1
BRD-A06471483,BRD-A06471483,,CCCCC1SC(NN=Cc2ccco2)=NC1=O
BRD-A06578049,BRD-A06578049,,CCOC(=O)c1sc2nc3CCC(C)CCn3c(=O)c2c1C
BRD-A06605029,BRD-A06605029,,COc1ccc(OC)c(c1)C1C2=C(N=c3sc(=Cc4cccc(O)c4)c(=O)n13)c1ccccc1CC2
BRD-A06641369,BRD-A06641369,16187238,CC(C)Oc1cccc(c1)C(=O)C1CCCN(Cc2cnn(c2)C(C)C)C1
BRD-A06664848,BRD-A06664848,3409332,CC(Sc1nc2cc(Cl)ccc2s1)C(=O)Nc1cccc(c1)S(=O)(=O)N1CCOCC1
BRD-A06726973,DIBUTYRYL CYCLIC GMP,6610337,CCCC(=O)Nc1nc2n(cnc2c(=O)[nH]1)C1O[C@H]2COP(O)(=O)O[C@@H]2[C@@H]1OC(=O)CCC
BRD-A06779035,BRD-A06779035,28894,COc1cc(cc(OC)c1OC)C(O)CN
BRD-A06784547,MRS-1334,4519822,CCOC(=O)C1=C(C)NC(=C(C1C#Cc2ccccc2)C(=O)OCc3ccc(cc3)[N+](=O)[O-])c4ccccc4
BRD-A06808784,BRD-A06808784,,CCOC(=O)c1ccc(NC(=O)CC2OCCN(CC)C2=O)cc1
BRD-A06837695,BRD-A06837695,,CC(NC(=O)C1CCC1)c1ccc(Br)cc1
BRD-A06840811,BRD-A06840811,,Oc1ccc(cc1)C(N1CCN(CC1)c1nc2ccccc2s1)c1nnnn1CCc1ccccc1
BRD-A06868307,BRD-A06868307,,COc1ccccc1C1C(C(=O)c2ccc(C)cc2)C(=O)C(=O)N1CC(C)O
BRD-A06899981,BRD-A06899981,,COc1ccc(cc1)C(=O)N1C(C=Cc2ccccc12)C#N
BRD-A06909528,BRD-A06909528,4879301,O=C1N(Cc2ccccc2)c2ccccc2C11NNc2ccccc2O1
BRD-A06929388,CVF-SUMO-13,51003717,CCN(CC)CC(C(=O)c1ccc(F)cc1)c1ccccc1
BRD-A06935312,FUSIDIC ACID,,C[C@@H]1[C@H](O)CC[C@@]2(C)[C@H]1CC[C@@]1(C)C2[C@H](O)C[C@@H]2[C@]1(C)C[C@H](OC(C)=O)\C2=C(/CCC=C(C)C)C(O)=O
BRD-A06983666,BRD-A06983666,,CCCOC1OC(=O)c2c1ccc(OC)c2OC
BRD-A07000685,HYDROCORTISONE,5702069,C[C@@]12C[C@H](O)C3C(CCC4=CC(=O)CC[C@]34C)C2CC[C@]1(O)C(=O)COC(=O)CCC(=O)O
BRD-A07029265,IPRATROPIUM,5702074,CC(C)[N+]1(C)C2CC[C@@H]1C[C@H](C2)OC(=O)C(CO)c3ccccc3
BRD-A07106394,TRYPTOPHAN,1148,NC(Cc1c[nH]c2ccccc12)C(=O)O
BRD-A07129075,BRD-A07129075,,Cn1c(cc2sccc12)C(=O)N1CCCC(C1)C(=O)NCCCSC1CCCCC1
BRD-A07172053,BRD-A07172053,,CC1CCc2nn(CC(=O)Nc3ccc(NC(C)=O)cc3)cc2C1
BRD-A07195938,ONDANSETRON,,CN1C2CCC(Cn3ccnc3C)C(=O)C2c2ccccc12
BRD-A07207424,RO-20-1724,,CCCCOc1cc(CC2CNC(=O)N2)ccc1OC
BRD-A07214010,BRD-A07214010,,CC(NC(=O)c1ccc(N)cc1)c1ccccc1
BRD-A07214340,BRD-A07214340,,CCCc1cc(cs1)-c1nnc(S)n1C(C)c1ccccc1
BRD-A07232941,8-M-PDOT,,CCC(=O)NC1CCc2cccc(OC)c2C1
BRD-A07237805,BRD-A07237805,,O=C1N(C2CCS(=O)(=O)C2)C(=S)S\C1=C/c1cccnc1
BRD-A07245571,BRD-A07245571,,CCC(C)NS(=O)(=O)c1ccc(cc1)S(=O)(=O)N(CCc1ccc(OC)c(OC)c1)Cc1cccs1
BRD-A07393848,BRD-A07393848,,COCCN1C(C(C(=O)c2ccc3OCCOc3c2)C(=O)C1=O)c1ccc(cc1)C(=O)OC
BRD-A07395371,ESMOLOL,104769,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1
BRD-A07407288,BRD-A07407288,,CC(C)(C)c1ccc2OCC(Oc2c1)C(=O)NN=Cc1ccc[nH]1
BRD-A07440155,LABETALOL,71412,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(c1)C(N)=O
BRD-A07517316,BRD-A07517316,,COc1ccc2nc(O)c(cc2c1)C(N(CC1CCCO1)Cc1ccco1)c1nnnn1C(C)(C)C
BRD-A07531474,BRD-A07531474,,COCc1cc(nc(C)n1)S(=O)c1ccc(Cl)cc1
BRD-A07548752,BRD-A07548752,,CC(O)Cc1c(C)c2cc(Cl)c(OCC(=O)Nc3cccc(c3)C(C)=O)cc2oc1=O
BRD-A07573940,BRD-A07573940,,COCCn1c(SCC(=O)NCC2CCCO2)nc2CC(C)Sc2c1=O
BRD-A07614565,BRD-A07614565,2977478,CCOc1ccc(cc1)C(Nc2cccnc2)c3cc(Cl)c4cccnc4c3O
BRD-A07656007,BRD-A07656007,,CCC(N1CCN(CC1)C1CCCCC1)c1nnnn1Cc1ccc(F)cc1
BRD-A07703688,BRD-A07703688,,COc1ccc(OC)c(c1)C1CC(=NN1S(C)(=O)=O)c1c(O)nc2ccc(Cl)cc2c1-c1ccccc1
BRD-A07728944,BRD-A07728944,,CCOC(=O)N1N=C(CC1(O)C(F)(F)F)c1ccc(C)cc1
BRD-A07764704,BRD-A07764704,,CCOC(=O)C1Cn2c(S1)nc1-c3ccccc3CC3(CCCC3)c1c2=O
BRD-A07765530,(?)-EPINEPHRINE HYDROCHLORIDE[(?)-ADRENALIN HYDROCHLORIDE],5924,CNCC(O)c1ccc(O)c(O)c1
BRD-A07780951,ORCIPRENALINE,9861452,CC(C)NCC(O)c1cc(O)cc(O)c1
BRD-A07786895,BRD-A07786895,,Cc1ccc(Cc2cnc(NC(=O)C3CCCO3)s2)cc1
BRD-A07824748,FLAVANONE,10251,O=C1CC(Oc2ccccc12)c1ccccc1
BRD-A07853420,BRD-A07853420,,Cc1ccc(cc1C)-c1cn(c(SCC(=O)NC2CCS(=O)(=O)C2)n1)-c1ccccc1
BRD-A07861932,BRD-A07861932,,CCOC(=O)c1c(NC(=O)C2C3CC(C=C3)C2(C)C(O)=O)sc2CCCCc12
BRD-A07870296,BICUCULLINE,,CN1CCc2cc3OCOc3cc2C1[C@@H]1OC(=O)c2c1ccc1OCOc21
BRD-A07875874,CILNIDIPINE,5282138,COCCOC(=O)C1=C(C)NC(C)=C(C1c1cccc(c1)[N+]([O-])=O)C(=O)OCC=Cc1ccccc1
BRD-A07893380,VIGABATRIN,5665,NC(CCC(=O)O)C=C
BRD-A07909002,BRD-A07909002,,Cc1ccc2c(C)nc(SC(C(=O)c3ccccc3)c3ccccc3)nc2c1
BRD-A07932845,METITEPINE,4106,CSc1ccc2Sc3ccccc3CC(N3CCN(C)CC3)c2c1
BRD-A07935941,BRD-A07935941,,CCN(CC)CCCN1C(C(C(=O)c2cc3cccc(OC)c3o2)C(=O)C1=O)c1ccncc1
BRD-A07944983,BRD-A07944983,,CCC(C(=O)N1CCc2cc(OC)c(OC)cc2C1)c1ccccc1
BRD-A07950339,BRD-A07950339,,COc1ccc(cc1)C1CC(C)(Nc2ccccc2N1)c1ccc(OC)cc1
BRD-A07952294,"L-744,832",,CCC(C)[C@@H](CO[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCS(C)(=O)=O)C(=O)OC(C)C)NC[C@@H](N)CS
BRD-A08000649,BRD-A08000649,,OC1CCCN(Cc2c3ccccc3cc3ccccc23)C1
BRD-A08003242,RHODOMYRTOXIN-B,3270699,CCC(C)C(=O)c1c(O)c(C)c2oc3c(C)c(O)c(C(=O)C(C)CC)c(O)c3c2c1O
BRD-A08015887,"3-{1-[(2,4-DICHLOROPHENYL)SULFONYL]-2-PYRROLIDINYL}PYRIDINE",,Clc1ccc(c(Cl)c1)S(=O)(=O)N1CCCC1c1cccnc1
BRD-A08024323,BRD-A08024323,,CC(C)C(Sc1nc(cc(-c2ccccc2)c1C#N)-c1ccccc1)C(O)=O
BRD-A08027849,DEOXYCHOLIC-ACID,6742,CC(CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C
BRD-A08042366,BRD-A08042366,,COCCn1c(SC(C)C(=O)Nc2ncc(Cl)cc2Cl)nc2ccccc12
BRD-A08049203,BRD-A08049203,,CCN(C1CCS(=O)(=O)C1)C(=O)CSc1nc2nc(C)cc(C)n2n1
BRD-A08062015,METHYL-TESTOSTERONE,4160,CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C
BRD-A08075568,BRD-A08075568,,COC(=O)c1ccc(cc1)N1C(=O)CC(N2CCN(CC2)C(=O)c2ccco2)C1=O
BRD-A08091849,BRD-A08091849,,COc1cc(C=NN=C(S)Nc2cccc(Cl)c2C)ccc1OCC(=O)N1CC(C)OC(C)C1
BRD-A08187463,RACECADOTRIL,107751,CC(=O)SCC(Cc1ccccc1)C(=O)NCC(=O)OCc1ccccc1
BRD-A08191729,BRD-A08191729,,COc1ccccc1N=c1scc(-c2ccc3OCC(=O)Nc3c2)n1CC1CCCO1
BRD-A08200164,MELPHALAN,4053,NC(Cc1ccc(cc1)N(CCCl)CCCl)C(O)=O
BRD-A08255417,FAMPROFAZONE,3326,CC(Cc1ccccc1)N(C)Cc1c(C(C)C)c(=O)n(-c2ccccc2)n1C
BRD-A08297471,BRD-A08297471,,CCOc1cc(N2CCOCC2)c(OCC)cc1NC(C)C(=O)N1CCC(C)CC1
BRD-A08363225,BRD-A08363225,,CC(C)CN(CCNC(=O)CS(=O)Cc1nc(oc1C)-c1ccc(C)cc1)CC(C)C
BRD-A08391654,BRD-A08391654,,CC1Cc2nc(SCC(=O)Nc3ccc4OCOc4c3)n(Cc3ccccc3)c(=O)c2S1
BRD-A08435997,BRD-A08435997,,Cc1ccc(NC2=NC(=O)CC(N2)C(=O)Nc2ccc(C)c(C)c2)cc1
BRD-A08481510,BRD-A08481510,,CC(C)CCOC(=O)C1[C@@H]2O[C@@]3(CN(Cc4cccs4)C(=O)[C@H]13)C=C2
BRD-A08545410,DOXYCYCLINE,,C[C@@H]1[C@H]2[C@H](O)[C@H]3[C@H](N(C)C)C(=O)C(C(N)=O)C(=O)[C@@]3(O)C(=O)C2C(=O)c2c(O)cccc12
BRD-A08610364,BRD-A08610364,25109909,CCOC(=O)CCCC(=O)Nc1ncnc2Oc3ccc4ccccc4c3C(c5ccccc5)c12
BRD-A08658758,BRD-A08658758,14459459,CC1CC(=O)NN=C1c1ccc(F)c(F)c1
BRD-A08660406,IODIXANOL,3724,CC(=O)N(CC(O)CN(C(=O)C)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I)c2c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c2I
BRD-A08662020,BRD-A08662020,53338798,CNC(C)C(=O)NC(C(C)C)C(=O)N1CCCC1C(=O)Nc1cccc2ncccc12
BRD-A08703841,BRD-A08703841,,O=C(NC1CCCC1)C(N(Cc1cccs1)C(=O)CNC(=O)c1ccco1)c1ccncc1
BRD-A08709697,HELIOTRINE,23930397,CO[C@H](C)C(O)(C(C)C)C(=O)OCC1=CCN2CC[C@H](O)[C@@H]12
BRD-A08759443,BRD-A08759443,,CCCCCc1cc(=O)oc2c(C(CCN3CCCC3)c3ccc(cc3)N(C)C)c(OC)cc(OC)c12
BRD-A08778300,BRD-A08778300,44505316,CCCC(O)C#Cc1cnc2O[C@@H](CN(C)C(=O)Nc3ccc4OCOc4c3)[C@@H](C)CN([C@H](C)CO)C(=O)c2c1
BRD-A08820802,BRD-A08820802,,CC1=C(C(NC(=O)N1CCCCCC(O)=O)c1ccc(cc1)[N+]([O-])=O)C(=O)OCc1ccccc1
BRD-A08840157,BRD-A08840157,,CC(C)N=C(S)NN=CC1=CCC2CC1C2(C)C
BRD-A08877921,CEPHALOTAXINE,278679,COC1=CC23CCCN2CCc2cc4OCOc4cc2C3C1O
BRD-A08917095,BRD-A08917095,,CC(C)CC(N1CCN(CC1)c1ccccc1)c1nnnn1CS(=O)(=O)c1ccc(C)cc1
BRD-A08986082,BRD-A08986082,,Brc1ccc(s1)S(=O)(=O)NC(C(=O)NC1CCCC1)c1ccccc1
BRD-A09053961,BRD-A09053961,73707557,NC(Cc1cc(O)c(O)cc1Cl)C(O)=O
BRD-A09056319,ALFUZOSIN,2092,COc1cc2nc(nc(N)c2cc1OC)N(C)CCCNC(=O)C1CCCO1
BRD-A09062839,AMYLOCAINE,10767,CCC(C)(CN(C)C)OC(=O)c1ccccc1
BRD-A09073503,CHLORPROMAZINE,160588,CN(C)CCC[N+]1([O-])c2ccccc2Sc2ccc(Cl)cc12
BRD-A09094913,STRYCHNINE,5702135,O=C1CC2OCC=C3CN4CC[C@@]56C4C[C@@H]3[C@@H]2C5N1c1ccccc61
BRD-A09114293,BRD-A09114293,,CC(Oc1ccc(cc1)-c1ccccc1)C(=O)N1CCOCC1
BRD-A09115727,BRD-A09115727,,C1CCC2(C1)CC1CC(N2O1)c1ccccc1
BRD-A09161221,NOMILIN,6710776,CC(=O)O[C@@H]1CC(=O)OC(C)(C)C2CC(=O)[C@]3(C)C(CC[C@@]4(C)[C@@H](OC(=O)[C@H]5O[C@@]345)c3ccoc3)[C@@]12C
BRD-A09164687,BRD-A09164687,16193984,Cc1cc(C)c(OCC(O)CNC(C)(C)C)c(C)c1
BRD-A09186529,ST-024029,5918561,OC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)/C=C/c3ccccn3
BRD-A09243694,BRD-A09243694,,CCCCC(O)(CCN1CCOCC1)c1ccc(Cl)cc1
BRD-A09252483,BRD-A09252483,,COCCN(C(C(=O)NCc1ccc(OC)cc1)c1ccc(cc1)C(C)C)C(=O)Cc1cccs1
BRD-A09279836,BRD-A09279836,,Cc1c(NC(=O)C2CCCN(C2)S(=O)(=O)c2c[nH]cn2)c(=O)n(-c2ccccc2)n1C
BRD-A09349126,NORETHINDRONE ACETATE,5702094,CC(=O)O[C@]1(CCC2C3CCC4=CC(=O)CC[C@@H]4C3CC[C@]12C)C#C
BRD-A09409207,BRD-A09409207,,Cc1nnc2nc(SCC(=O)NCC3CCCO3)n(-c3ccc(Br)cc3)c(N)c12
BRD-A09467419,MEBEVERINE,17683,CCN(CCCCOC(=O)c1ccc(OC)c(OC)c1)C(C)Cc1ccc(OC)cc1
BRD-A09472452,FLECAINIDE,3356,FC(F)(F)COc1ccc(OCC(F)(F)F)c(c1)C(=O)NCC1CCCCN1
BRD-A09495397,BICUCULLINE,6710622,CN1CCc2cc3OCOc3cc2[C@H]1C4OC(=O)c5c6OCOc6ccc45
BRD-A09533288,VERAPAMIL,62969,COc1ccc(CCN(C)CCCC(C#N)(C(C)C)c2ccc(OC)c(OC)c2)cc1OC
BRD-A09539288,HOMATROPINE HYDROBROMIDE,5702065,CN1C2CC[C@H]1C[C@H](C2)OC(=O)C(O)c1ccccc1
BRD-A09594699,BRD-A09594699,,NC(S)=NN=C1CC(C2COC1O2)n1nnnc1-c1ccccc1Cl
BRD-A09645129,BRD-A09645129,,Cn1c2NC3(Nc2c(=O)n(C)c1=O)C(=O)Nc1ccccc31
BRD-A09719808,BRD-A09719808,44640137,CCC(OC(=O)c1ccc(c(c1)[N+]([O-])=O)S(C)(=O)=O)C(=O)NC1C2CC3CC(C2)CC1C3
BRD-A09722536,CYCLOPHOSPHAMIDE,22420,ClCCN(CCCl)P1(=O)NCCCO1
BRD-A09749088,ST-023431,6732844,C[C@]1(CCC[C@]2(C)[C@H]3CC(O)[C@](C)(C=C)C=C3CC[C@@H]12)C(=O)O
BRD-A09796989,BRD-A09796989,,CC1CCc2nc(N)c(C#N)c(-c3cccnc3)c2C1
BRD-A09828896,SKF 81297,11957706,Oc1cc2C(CNCCc2c(Cl)c1O)c1ccccc1
BRD-A09839523,BRD-A09839523,,COc1ccc(cc1)\C=C(/C#N)C(=O)OC1CCOC1=O
BRD-A09886181,BRD-A09886181,,CCCC1CCc2c(C1)sc(NC(=O)c1cccs1)c2C(N)=O
BRD-A09925278,ETILEFRINE,3306,CCNCC(O)c1cccc(O)c1
BRD-A09961470,BRD-A09961470,,CCOP(=O)(OCC)C(NC(=O)c1cccc2ccccc12)C(Cl)(Cl)Cl
BRD-A09975616,N-FORMYLMETHIONYLPHENYLALANINE,,CSCCC(NC=O)C(=O)NC(Cc1ccccc1)C(O)=O
BRD-A09984573,BRD-A09984573,2803185,CSC1=C(C#N)C(=O)NC(S1)c2ccc(Cl)cc2
BRD-A09988375,BRD-A09988375,,Fc1ccccc1C(N(Cc1ccco1)C(=O)Cn1nnc2ccccc12)C(=O)NC1CCCCC1
BRD-A10037427,BRD-A10037427,,O=C(NC(Cc1ccccc1)c1nc2ccccc2[nH]1)C1CN(C(=O)C1)c1ccc2OCCOc2c1
BRD-A10070317,PROPRANOLOL,91536,CC(C)NCC(O)COc1cccc2ccccc12
BRD-A10073163,BRD-A10073163,,O=c1[nH]c2SC3C4CCC(C4)C3C(c3ccco3)c2s1
BRD-A10076362,BRD-A10076362,,COc1cc2CCN(Cc3ccc4OCOc4c3)C(C)c2cc1OC
BRD-A10124716,BRD-A10124716,,CC(CCc1ccc(O)cc1)N(C)CCc1ccccc1
BRD-A10134527,BRD-A10134527,,COc1ccc(NC(=O)CC2N(NC(=O)c3ccc(Cl)cc3)C(=S)N(C2=O)c2ccc(F)cc2)cc1
BRD-A10188456,DEXAMETHASONE,5702035,C[C@@H]1CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
BRD-A10216015,BRD-A10216015,,COCCOC(=O)C(C#N)c1nc2ccccc2nc1N1CCN(Cc2ccccc2)CC1
BRD-A10244319,BRD-A10244319,,CCCC1C(NC(CC1=NO)c1ccccc1)c1ccccc1
BRD-A10284974,BRD-A10284974,,COc1cccc(C2SCC(=O)N2c2ccc(Cl)cc2)c1OC
BRD-A10300508,BRD-A10300508,,NS(=O)(=O)c1ccc(cc1)N1N=C(CC1c1cccc(F)c1)c1ccccc1
BRD-A10303790,TALAMPICILLIN,71446,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)OC4OC(=O)c5ccccc45
BRD-A10320401,BRD-A10320401,,CC12CCC(=O)N1c1c(sc3nc(N4CCOCC4)c4CCCCc4c13)C(=O)N2
BRD-A10325891,BRD-A10325891,,CCC(C)Sc1nc2n(C)c(=O)[nH]c(=O)c2n1Cc1ccc(Cl)cc1
BRD-A10330238,BRD-A10330238,,Clc1ccc(cc1)N1C(=O)C2C3OC(CNS(=O)(=O)c4ccccc4)(C=C3)C2C1=O
BRD-A10330754,BRD-A10330754,2956728,Clc1ccc(Cn2cc(NC(=S)NCC3CCCO3)cn2)cc1
BRD-A10355991,NORKETAMINE,123767,NC1(CCCCC1=O)c1ccccc1Cl
BRD-A10385098,BRD-A10385098,,CCCCNS(=O)(=O)c1ccc(NC(=O)C(Sc2ccccc2)c2ccccc2)cc1
BRD-A10386413,ASCORBIC-ACID,5176753,OCC(O)C1OC(=O)C(=O)C1O
BRD-A10396145,VANILLYL-GLYCOL,161566,COc1cc(CC(O)CO)ccc1O
BRD-A10417568,BRD-A10417568,,O=C1CCCC2=Nc3nc(SCc4ccccc4)nn3C(C12)c1cccs1
BRD-A10420615,CYCLOPIAZONIC-ACID,44483253,CC(=O)C1C(=O)[C@@H]2[C@@H]3[C@@H](Cc4cccc5[nH]cc3c45)C(C)(C)N2C1=O
BRD-A10460165,BRD-A10460165,,COCCNC(=O)C(N(Cc1cccs1)C(=O)c1snc(C(N)=O)c1N)c1ccc(C)o1
BRD-A10482588,BRD-A10482588,,COc1ccc(\C=C2\C(Oc3ccccc3C2=O)c2ccccc2)cc1
BRD-A10487276,BRD-A10487276,,Brc1ccccc1C1Nc2ccccc2C(=O)N1CCCN1CCOCC1
BRD-A10523515,GSK-429286A,11373846,CC1=C(C(CC(=O)N1)c1ccc(cc1)C(F)(F)F)C(=O)Nc1cc2cn[nH]c2cc1F
BRD-A10555284,BRD-A10555284,,COc1ccc(OC)c(c1)-c1csc(n1)N(CC1CCCO1)C(=O)C1CCCCC1
BRD-A10557930,BRD-A10557930,,COC(=O)C1C(c2cc3ccc(C)cc3nc2O)C(C(=O)OC)=C(C)N=C1C
BRD-A10606614,TALAMPICILLIN,73707484,CC1(C)S[C@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)OC1OC(=O)c2ccccc12
BRD-A10630028,BRD-A10630028,,COc1ccc(cc1)N1C(=O)CC(N2CCN(CC2)c2ccc(Cl)cc2)C1=O
BRD-A10662413,PRENYLAMINE,65557,CC(Cc1ccccc1)NCCC(c2ccccc2)c3ccccc3
BRD-A10715913,SULPIRIDE,4018928,CCN1CCC(CNC(=O)c2cc(ccc2OC)S(N)(=O)=O)C1
BRD-A10737121,BRD-A10737121,,NC1=C(C#N)C(c2c(O1)[nH]nc2-c1cccs1)c1ccccc1C(O)=O
BRD-A10739734,EFAROXAN,,CCC1(Cc2ccccc2O1)C1=NCCN1
BRD-A10759058,BRD-A10759058,,COc1ccc2cc(C(N3CCCCCC3)c3nnnn3Cc3ccccc3)c(O)nc2c1
BRD-A10785649,BRD-A10785649,,COc1cc(ccc1O)C1C2C(Sc3nc(O)sc13)C(=O)N(C2=O)c1ccc(C)cc1
BRD-A10903566,IMILOXAN,133621,CCn1ccnc1CC1COc2ccccc2O1
BRD-A10969569,AMBELLINE,6708518,CO[C@@H]1CC2N3CC(O)C2(C=C1)c1cc2OCOc2c(OC)c1C3
BRD-A10977446,CARVEDILOL TARTRATE,2585,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12
BRD-A11007541,BCI-HYDROCHLORIDE,5475586,O=C1c2ccccc2C(NC2CCCCC2)\C1=C\c1ccccc1
BRD-A11009626,BRD-A11009626,73707591,CN1CCc2cc(Br)c(O)cc2C(C1)c1ccc(cc1)N(CCCl)CCCl
BRD-A11055580,BRD-A11055580,,OC(=O)c1ccccc1N=C(S)NC(NC(=O)c1ccccc1[N+]([O-])=O)C(Cl)(Cl)Cl
BRD-A11073684,BRD-A11073684,,CC(CC(=O)Nc1ccc(Cl)c(c1)[N+]([O-])=O)c1ccccc1
BRD-A11087911,BRD-A11087911,17757094,CC(Nc1ncnc2ccc(cc12)c3c(C)noc3C)c4ccco4
